"owner_id","owner_tag","location_count","classified_location_count","solver_size","solve_mode","exact_status","runtime_status","runtime_gate_possible","runtime_gate_passed","runtime_strategy","runtime_strategy_name","runtime_approx_reason","runtime_approx_reason_name","candidate_attempt_count","candidate_count","candidate_gate_count","nobles_raw_deviation","nobles_approx_deviation","clergy_raw_deviation","clergy_approx_deviation","burghers_raw_deviation","burghers_approx_deviation","lower_raw_deviation","lower_approx_deviation","factor_nobles","factor_clergy","factor_burghers","factor_lower","selected_average_improvement_ratio","selected_average_absolute_improvement","total_residual","raw_total_residual"
"1877","VRD","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.45124","0.45124","-0.19337","-0.19337","0.02118","0.02118","-0.27907","-0.27907","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1878","RTB","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02620","0.02620","-0.00848","-0.00848","0.00000","0.00000","-0.01772","-0.01772","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1879","OLD","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.30817","0.30817","-0.09798","-0.09798","0.00000","0.00000","-0.21023","-0.21023","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1880","BMS","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.06762","0.06762","-0.02708","-0.02708","0.01759","0.01759","-0.05814","-0.05814","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1881","BLB","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.09666","0.09666","-0.02016","-0.02016","0.00000","0.00000","-0.07651","-0.07651","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1883","HSP","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.13902","0.13902","-0.03409","-0.03409","0.00000","0.00000","-0.10494","-0.10494","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1884","BSK","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.04303","0.04303","-0.02032","-0.02032","-0.00931","-0.00931","-0.01342","-0.01342","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1885","WGO","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.02139","0.02139","-0.01862","-0.01862","0.03405","0.03405","-0.03684","-0.03684","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1886","BHL","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.02614","0.02614","-0.00703","-0.00703","0.00406","0.00406","-0.02317","-0.02317","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1887","GLN","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.14640","0.14640","-0.03300","-0.03300","0.00000","0.00000","-0.11341","-0.11341","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1888","WDE","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.01416","0.01416","-0.24426","-0.24426","0.00463","0.00463","0.22544","0.22544","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1889","RBG","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.02731","0.02731","-0.00935","-0.00935","0.00340","0.00340","-0.02137","-0.02137","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1890","NSW","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.20592","0.20592","-0.08611","-0.08611","0.00000","0.00000","-0.11982","-0.11982","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1891","NSI","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.10796","0.10796","-0.03842","-0.03842","0.01007","0.01007","-0.07961","-0.07961","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1892","RDL","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.08116","0.08116","-0.01716","-0.01716","0.00000","0.00000","-0.06401","-0.06401","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1893","NID","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02430","0.02430","-0.00791","-0.00791","0.00000","0.00000","-0.01641","-0.01641","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1894","EVS","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.02471","0.02471","-0.00804","-0.00804","0.00185","0.00185","-0.01854","-0.01854","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1895","JEV","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01535","0.01535","-0.00409","-0.00409","0.00000","0.00000","-0.01128","-0.01128","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1896","WIE","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.49925","0.49925","-0.18167","-0.18167","0.00000","0.00000","-0.31759","-0.31759","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1898","MZF","27","27","3","3","-2","1","1","1","2","improvement_l2","0","none","11","9","3","0.68146","0.29643","-0.15231","0.01272","0.18405","0.01334","-0.71352","-0.32081","0.00000","77.33333","0.89068","1.93841","0.74134","0.27234","-0.00008","-0.00032"
"1899","KRM","30","30","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.13599","0.13599","-0.08256","-0.08256","0.00000","0.00000","-0.05363","-0.05363","1.00000","1.00000","1.00000","1.00000","","","","-0.00020"
"1900","INJ","51","49","3","3","-2","1","1","1","2","improvement_l2","0","none","11","8","2","-1.59835","0.09255","0.29334","0.16680","1.79708","0.00565","-0.49247","-0.26437","4.53430","0.00000","0.36393","1.03123","0.70844","0.91300","-0.00016","-0.00040"
"1901","KHU","6","6","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","2","0","-0.01224","-0.01224","0.07810","0.07810","0.22753","0.22753","-0.29338","-0.29338","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1902","KRT","33","33","3","3","1","1","1","1","2","improvement_l2","0","none","11","8","2","0.48076","-0.00057","-0.15297","0.00039","0.03510","-0.00003","-0.36305","0.00035","0.08649","12.16421","1.06758","1.31669","0.99892","0.25770","-0.00007","-0.00016"
"1903","SRB","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.20383","0.20383","-0.04556","-0.04556","0.00000","0.00000","-0.15830","-0.15830","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1904","GRG","48","19","3","3","-2","1","1","1","2","improvement_l2","0","none","11","3","1","0.27435","0.20025","-0.15146","-0.10589","0.30915","0.11113","-0.43208","-0.20521","0.00000","0.00000","0.97188","4.78282","0.43399","0.13611","-0.00003","-0.00004"
"1905","MIH","23","23","3","3","-2","1","1","1","2","improvement_l2","0","none","11","5","2","0.46578","0.40407","-0.50930","-0.42763","0.28187","0.07641","-0.23855","-0.05266","0.00000","7.63807","0.88997","0.00000","0.45010","0.13363","-0.00003","-0.00020"
"1906","KHN","13","13","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.50113","0.50113","-0.30808","-0.30808","0.00000","0.00000","-0.19306","-0.19306","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1907","SHB","7","7","3","3","-2","1","1","1","2","improvement_l2","0","none","11","2","1","0.45694","0.27105","-0.13236","-0.00875","-0.01698","0.00017","-0.30762","-0.26239","0.00000","4.45381","2.32325","0.00000","0.61967","0.09288","-0.00003","-0.00002"
"1908","JUR","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.16663","0.16663","-0.02371","-0.02371","0.00000","0.00000","-0.14296","-0.14296","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1909","UGH","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.51197","0.51197","-0.08572","-0.08572","0.00000","0.00000","-0.42624","-0.42624","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1910","HZP","22","19","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","7","0","0.34822","0.34822","0.05920","0.05920","0.32916","0.32916","-0.73674","-0.73674","1.00000","1.00000","1.00000","1.00000","","","","-0.00016"
"1911","ORM","36","14","3","3","-1","1","1","1","2","improvement_l2","0","none","7","5","1","0.57919","0.52090","-0.50637","-0.36672","0.53064","0.23409","-0.60356","-0.38827","0.00000","0.00000","0.95919","1.89021","0.32298","0.17744","-0.00008","-0.00010"
"1912","FAL","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","2","0","0.20132","0.20132","0.06799","0.06799","-0.09517","-0.09517","-0.17413","-0.17413","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1913","JSK","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.08779","0.08779","-0.01684","-0.01684","0.03300","0.03300","-0.10394","-0.10394","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1914","MZN","6","6","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","0.11373","0.11373","-0.00134","-0.00134","0.01396","0.01396","-0.12642","-0.12642","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"1915","BDS","7","4","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","4","0","0.29956","0.29956","-0.21065","-0.21065","0.35643","0.35643","-0.44541","-0.44541","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"1916","MKR","16","16","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","7","0","0.19317","0.19317","0.03104","0.03104","0.02311","0.02311","-0.24746","-0.24746","1.00000","1.00000","1.00000","1.00000","","","","-0.00014"
"1917","BMP","10","10","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.25177","0.25177","-0.03036","-0.03036","0.00000","0.00000","-0.22142","-0.22142","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1918","BLA","9","9","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.10015","0.10015","-0.04682","-0.04682","0.00000","0.00000","-0.05338","-0.05338","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"1919","KLW","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.07038","0.07038","-0.00789","-0.00789","0.00000","0.00000","-0.06250","-0.06250","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1920","KHZ","6","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04654","0.04654","-0.03170","-0.03170","0.00000","0.00000","-0.01487","-0.01487","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1921","KLA","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02784","0.02784","-0.01598","-0.01598","0.00000","0.00000","-0.01186","-0.01186","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1922","LCK","11","9","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","5","0","-0.04907","-0.04907","0.07078","0.07078","0.14250","0.14250","-0.16430","-0.16430","1.00000","1.00000","1.00000","1.00000","","","","-0.00009"
"1923","LST","7","7","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.24285","0.24285","0.06029","0.06029","0.00000","0.00000","-0.30317","-0.30317","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1925","HDN","11","11","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","5","0","0.39220","0.39220","-0.16666","-0.16666","0.47836","0.47836","-0.70400","-0.70400","1.00000","1.00000","1.00000","1.00000","","","","-0.00010"
"1926","QOM","4","4","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.18834","0.18834","-0.10698","-0.10698","0.35839","0.35839","-0.43980","-0.43980","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"1927","KSA","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.08394","0.08394","0.02304","0.02304","0.00000","0.00000","-0.10700","-0.10700","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1928","ASR","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.17692","0.17692","-0.05760","-0.05760","-0.04353","-0.04353","-0.07583","-0.07583","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1929","JKR","15","13","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","5","0","1.22305","1.22305","-0.12570","-0.12570","-0.45030","-0.45030","-0.64712","-0.64712","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"1930","SFR","6","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.08110","0.08110","0.16298","0.16298","0.00000","0.00000","-0.24415","-0.24415","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"1931","SBZ","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.14500","0.14500","0.01251","0.01251","0.00000","0.00000","-0.15753","-0.15753","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1932","KHT","23","23","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.15625","0.15625","-0.00734","-0.00734","0.00000","0.00000","-0.14895","-0.14895","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1933","MRV","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.23967","0.23967","-0.08500","-0.08500","-0.07789","-0.07789","-0.07677","-0.07677","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1934","KHF","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.11201","0.11201","0.01229","0.01229","0.00000","0.00000","-0.12432","-0.12432","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1935","HLG","31","29","3","3","-2","1","1","1","2","improvement_l2","0","none","11","4","3","1.68781","1.64436","-0.24539","-0.14125","0.25233","0.00153","-1.69498","-1.50389","0.00000","19.57811","0.67858","0.62776","0.38917","0.14736","-0.00005","-0.00023"
"1936","NGD","15","14","3","3","-2","1","1","1","2","improvement_l2","0","none","11","3","1","0.45331","0.35239","-0.61737","-0.59060","0.85334","0.52894","-0.68937","-0.29070","0.00000","0.00000","0.41831","2.85889","0.30607","0.21266","-0.00007","-0.00009"
"1937","QUN","26","13","3","3","-2","1","1","1","2","improvement_l2","0","none","11","3","1","1.63298","1.45289","-0.65497","-0.42594","0.64273","0.20876","-1.62086","-1.23581","0.00000","3.39051","0.00000","0.21320","0.34318","0.30704","-0.00010","-0.00012"
"1938","BSD","4","4","3","3","-1","1","1","1","2","improvement_l2","0","none","7","3","1","0.60579","0.55696","-0.12235","-0.11018","0.06239","0.01069","-0.54584","-0.45722","0.00000","0.00000","0.89386","13.02242","0.29266","0.05032","-0.00002","-0.00001"
"1939","ART","3","3","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","0.05220","0.05220","0.03850","0.03850","0.01540","0.01540","-0.10611","-0.10611","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1940","APD","6","5","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.03658","0.03658","0.04266","0.04266","0.00000","0.00000","-0.07929","-0.07929","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"1941","SLD","17","17","3","3","-2","1","1","1","2","improvement_l2","0","none","11","5","4","0.63888","0.55727","-0.02803","0.00591","0.58904","0.53747","-1.19996","-1.10070","0.11883","8.28927","0.83861","0.00000","0.27179","0.06364","-0.00007","-0.00007"
"1942","BRL","13","13","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","3","0","-0.01104","-0.01104","0.24707","0.24707","0.28136","0.28136","-0.51748","-0.51748","1.00000","1.00000","1.00000","1.00000","","","","-0.00009"
"1943","YSU","21","19","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","5","0","0.60491","0.60491","-0.61511","-0.61511","3.61599","3.61599","-3.60601","-3.60601","1.00000","1.00000","1.00000","1.00000","","","","-0.00022"
"1944","KTT","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.28385","0.28385","-0.00935","-0.00935","0.00000","0.00000","-0.27453","-0.27453","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1945","JLY","9","9","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","5","0","0.46350","0.46350","0.24646","0.24646","0.08600","0.08600","-0.79608","-0.79608","1.00000","1.00000","1.00000","1.00000","","","","-0.00012"
"1946","LHJ","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04517","0.04517","0.00668","0.00668","0.00000","0.00000","-0.05186","-0.05186","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1947","RNK","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.28764","0.28764","0.06617","0.06617","0.01072","0.01072","-0.36454","-0.36454","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1948","FMN","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.06205","0.06205","0.00886","0.00886","0.00000","0.00000","-0.07092","-0.07092","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1949","RSH","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","-0.30289","-0.30289","-0.25294","-0.25294","0.91194","0.91194","-0.35613","-0.35613","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1950","TLM","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.08353","0.08353","0.01169","0.01169","0.00000","0.00000","-0.09523","-0.09523","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1952","POL","75","75","3","3","-2","1","1","1","2","improvement_l2","0","none","11","9","3","-2.78026","-0.81748","-1.28304","-0.05073","1.82213","-0.04855","2.24062","0.91728","8.01419","23.14084","0.71721","0.00000","0.80753","1.57287","-0.00008","-0.00055"
"1953","SDZ","8","8","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","4","0","-0.20046","-0.20046","-0.10881","-0.10881","0.07526","0.07526","0.23394","0.23394","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"1954","LCZ","4","4","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","0.05726","0.05726","-0.15379","-0.15379","0.01123","0.01123","0.08526","0.08526","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1955","PLK","6","6","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","0.45466","0.45466","-0.13947","-0.13947","-0.12735","-0.12735","-0.18792","-0.18792","1.00000","1.00000","1.00000","1.00000","","","","-0.00008"
"1956","RAW","14","12","3","3","-1","1","1","1","2","improvement_l2","0","none","7","7","1","-0.19766","0.04422","-0.15663","-0.15299","0.09320","-0.06637","0.26109","0.17520","3.40671","0.00000","0.00000","1.08956","0.35407","0.06745","-0.00003","0.00000"
"1957","CZK","8","8","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","2","0","0.13227","0.13227","-0.13800","-0.13800","0.02969","0.02969","-0.02405","-0.02405","1.00000","1.00000","1.00000","1.00000","","","","-0.00009"
"1958","INO","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","1","0","0.15770","0.15770","-0.10266","-0.10266","0.02819","0.02819","-0.08327","-0.08327","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1959","VOL","37","37","3","3","-2","1","1","1","2","improvement_l2","0","none","11","7","5","-2.35722","-0.67889","0.39840","-0.06604","0.40752","-0.05750","1.55098","0.80274","15.60604","0.54409","0.12887","0.00000","0.72174","0.77720","-0.00015","-0.00032"
"1960","HAL","41","41","3","3","-2","1","1","1","2","improvement_l2","0","none","11","9","1","-1.17887","-0.46112","-0.32167","-0.05736","0.42852","-0.02352","1.07167","0.54259","7.08993","9.38584","0.59961","0.00000","0.71709","0.47895","-0.00007","-0.00035"
"1961","KIE","79","79","3","3","-1","1","1","1","2","improvement_l2","0","none","7","3","1","-5.69593","-2.59802","1.83408","0.92666","1.13798","0.64348","2.72324","1.03002","21.63719","0.00000","0.00000","0.00000","0.52397","1.54860","-0.00003","-0.00063"
"1962","POK","11","11","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","7","0","0","0.34438","0.34438","0.07320","0.07320","0.11630","0.11630","-0.53403","-0.53403","1.00000","1.00000","1.00000","1.00000","","","","-0.00015"
"1963","TUV","6","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.09362","-0.09362","0.08100","0.08100","0.00000","0.00000","0.01256","0.01256","1.00000","1.00000","1.00000","1.00000","","","","-0.00006"
"1964","PNK","6","6","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","-0.16941","-0.16941","0.22585","0.22585","0.00709","0.00709","-0.06357","-0.06357","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1965","SSK","7","7","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.20404","-0.20404","0.08178","0.08178","0.00000","0.00000","0.12222","0.12222","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1966","VBK","15","15","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","3","0","0.71446","0.71446","-0.01583","-0.01583","0.15700","0.15700","-0.85571","-0.85571","1.00000","1.00000","1.00000","1.00000","","","","-0.00008"
"1967","MSV","12","12","3","3","-2","1","1","1","2","improvement_l2","0","none","11","1","1","-0.21377","0.03002","0.08370","0.00690","0.06669","-0.03838","0.06328","0.00145","5.12498","0.00000","0.00000","0.39562","0.79470","0.08767","-0.00002","-0.00010"
"1969","NRK","11","11","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","-0.24509","-0.24509","0.06626","0.06626","0.04477","0.04477","0.13398","0.13398","1.00000","1.00000","1.00000","1.00000","","","","-0.00008"
"1970","DRU","3","3","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","0.05613","0.05613","-0.00846","-0.00846","0.00443","0.00443","-0.05212","-0.05212","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1972","ZAG","4","4","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","0.05342","0.05342","-0.11685","-0.11685","0.04853","0.04853","0.01487","0.01487","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1973","JAW","3","3","3","3","-1","1","1","1","2","improvement_l2","0","none","7","5","3","0.51280","0.39561","-0.20374","-0.13977","0.03963","-0.00074","-0.34872","-0.25505","0.00000","0.00000","1.46572","4.35887","0.44802","0.07842","-0.00003","-0.00003"
"1974","LGC","3","3","3","3","-1","1","1","1","2","improvement_l2","0","none","7","6","1","-0.11996","-0.04392","-0.19844","-0.19793","0.28337","0.26852","0.03501","-0.02666","1.97380","0.00000","0.92378","0.00000","0.23174","0.02493","-0.00004","-0.00002"
"1975","OEL","4","4","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","7","0","0","0.24431","0.24431","-0.15611","-0.15611","-0.00735","-0.00735","-0.08088","-0.08088","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1976","OPL","3","3","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.04353","0.04353","0.00279","0.00279","0.10430","0.10430","-0.15067","-0.15067","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"1977","PDK","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.07845","0.07845","-0.02998","-0.02998","0.03689","0.03689","-0.08535","-0.08535","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1978","OSW","2","2","3","3","-1","1","1","1","2","improvement_l2","0","none","3","1","1","0.36413","0.22931","-0.13847","-0.10580","0.01512","-0.00693","-0.24078","-0.11657","0.00000","0.00000","0.00000","3.21376","0.41590","0.07496","-0.00001","0.00000"
"1979","TES","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.13574","0.13574","-0.07591","-0.07591","0.02285","0.02285","-0.08272","-0.08272","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"1980","BYM","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.54832","0.54832","-0.17075","-0.17075","0.00000","0.00000","-0.37760","-0.37760","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1981","RCB","2","2","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","3","2","0","0.15687","0.15687","-0.09829","-0.09829","0.05009","0.05009","-0.10869","-0.10869","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"1982","SWD","3","3","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.38880","0.38880","-0.15130","-0.15130","0.03246","0.03246","-0.26999","-0.26999","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"1983","SCI","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.24395","0.24395","-0.13161","-0.13161","0.11255","0.11255","-0.22488","-0.22488","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"1984","ZIE","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.46705","0.46705","-0.15132","-0.15132","0.04459","0.04459","-0.36033","-0.36033","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1985","BRZ","3","3","3","3","-1","1","1","1","2","improvement_l2","0","none","7","1","1","0.12782","0.10005","-0.03311","-0.01989","0.02374","-0.01873","-0.11847","-0.06126","0.00000","0.00000","0.00000","20.53240","0.32726","0.02580","-0.00001","-0.00002"
"1986","NMS","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.01953","0.01953","-0.01438","-0.01438","0.03289","0.03289","-0.03805","-0.03805","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1987","STZ","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.05613","0.05613","-0.00294","-0.00294","0.00000","0.00000","-0.05320","-0.05320","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"1988","NMD","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.01792","0.01792","-0.01464","-0.01464","0.03570","0.03570","-0.03898","-0.03898","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"1989","SIZ","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.08722","0.08722","-0.03065","-0.03065","0.00000","0.00000","-0.05657","-0.05657","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
